,subject,nll,bic,model,alpha,gamma,beta
39,39,190.18292809603983,396.6141573986929,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,1.511273727323697,1.0,0.006671246125851366
