,subject,nll,bic,model,alpha,gamma,beta
3,3,169.87604173240015,356.00038467141354,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.25005930307401464,0.27,3.219607428623484
