,subject,nll,bic,model,alpha,gamma,beta
17,17,195.57296976998603,407.3942407465853,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-none,0.3843259157848954,0.7338867054326385,0.2529894247053367
