,subject,nll,bic,model,w_p,theta,phi,wd,beta
18,18,136.20308425908638,299.48667052919484,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.6815363004229403,0.8292602968820939,1.9630253023272463e-06,27.069796062325274,2.282834815118768
