,subject,nll,bic,model,w_p,theta,phi,wd,beta
33,33,181.76328839826346,390.607078807549,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.6189841469063737,0.6661436315208105,3.321919630123417e-05,35.83480282942248,1.7206654683721745
