,subject,nll,bic,model,w_p,theta,phi,wd,beta
2,2,241.92875286808544,510.93800774719296,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.9170175019755459,0.9995767971701407,0.0011380023348663813,49.235590369097615,1.6244922657516392e-08
