,subject,nll,bic,model,w_p,theta,phi,wd,beta
39,39,168.16731036680756,363.4151227446372,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.3997896167653167,0.7485068627251839,1.2023834372134538e-05,29.39281354501562,2.1602609254424445
