,subject,nll,bic,model,w_p,theta,phi,wd,beta
36,36,135.83960949429834,298.75972099961876,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.8860958249606518,0.6639753934087922,6.540715437396087e-05,39.33920660355946,2.3129838801077898
