,subject,nll,bic,model,w_p,theta,phi,wd,beta
42,42,210.79396286602736,448.6684277430768,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.5021053243975426,0.2847659100365292,9.015209891438669e-06,40.27403371761011,0.4497853789370829
