,subject,nll,bic,model,w_p,theta,phi,wd,beta
17,17,148.50223121230653,324.08496443563513,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.688267343163049,0.5653553646194737,1.89023485212372e-06,40.16643883864874,1.859524541623374
