,subject,nll,bic,model,w_p,theta,phi,wd,beta
23,23,147.9355680160133,322.95163804304866,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.4029531292785326,0.549885781178451,6.131082714712448e-06,17.624059315838213,1.378071260572294
