,subject,nll,bic,model,w_p,theta,phi,wd,beta
26,26,186.11142058266617,399.3033431763544,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.739821060946406,0.5149406445453595,1.9872109965772486e-05,48.28550173412495,0.6970749733527826
