,subject,nll,bic,model,w_p,theta,phi,wd,beta
32,32,842.7459800366732,1712.5724620843687,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.36599533891917785,0.9987814865318624,0.3320735378940167,4.540588293533741,9.70225849967271
