,subject,nll,bic,model,w_p,eta,lam,beta
18,18,144.95186771306683,311.56813703495135,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.6876600357155764,1.0,0.8476499170785817,10.0
