,subject,nll,bic,model,w_p,eta,lam,beta
43,43,236.6162906574578,494.8969829237333,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.0,1.0,0.0,2.7259445779890643
