,subject,nll,bic,model,w_p,eta,lam,beta
37,37,209.4463981498359,440.55719790848946,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.6408230463751436,1.0,0.6239226531960832,8.899540857737751
