,subject,nll,bic,model,w_p,eta,lam,beta
32,32,182.0079664119033,385.6803344326243,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.33607414807812824,1.0,0.5420556871053217,10.0
