,subject,nll,bic,model,w_p,eta,lam,beta
0,0,238.4000148634793,498.4644313357763,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-none,0.511300533557893,1.0,0.5284645193261597,2.8219887958333656
