,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
39,39,183.40410948353588,404.72092178250267,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,1.4785275581976105,0.9417877239944129,0.008672818309612335,4.315405589555914e-05,8.73940138468898,0.08514918711642917,1.3762395665966738
