,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
36,36,152.85379583744538,343.62029449032167,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.1442000490451189,1.0,0.005642423157126512,0.0002270256946932361,43.615861856924205,0.27990713538691675,3.9020570867068383
