,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
5,5,176.2470322328373,390.40676728110554,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.17044395091266168,1.0,0.7408931274933892,0.0002652495183596025,38.245129850996086,0.28499876958188086,0.4512736817235906
