,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
26,26,676.9598413403374,1391.8323854961059,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.2965859810304976,0.7733319867658575,0.9958048123937832,0.9250718694095016,1.541456789804787,0.7100877723620309,4.02689284344052
