,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
33,33,186.9258757783589,411.7644543721487,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.5676991131917122,0.6893053633067671,0.6684379583187372,0.0002690120937324803,37.79486089521557,0.1548150260547436,0.2571027386718349
