,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
2,2,455.9116564771212,949.7360157696734,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.14036509331813274,0.9649607243817042,0.601578812384431,0.8877037307355101,1.462696516754324,0.21456295142317083,6.860587241285713
