,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
30,30,121.49978867616835,280.9122801677676,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.30856556889208864,1.0,0.9284061047374007,0.0004498422598246013,33.345122614892745,0.09114447288459947,0.5530573772401964
