alpha,alpha_gen,beta,beta_gen,bic,gamma,gamma_gen,lam,lam_gen,model,nll,phi1,phi1_gen,phi2,phi2_gen,sig2,sig2_gen,subject,theta,theta_gen,w,w_gen,wd,wd_gen
0.9314626440976638,0.873709833052336,0.6255702404210631,0.5680517862063825,464.6594483999812,,,,,eu,226.9136237977862,,,,,,,14-eu,,,,,,
0.0,,0.2206023815728318,1.2371747197000509,505.07619699681277,,,,,eu,247.12199809620196,,,,,,,14-gaze-baseline-dyn,,,,,,
1.69954351727984,,0.0046816394929734,4.839539285554218,503.6812593863325,,,,,eu,246.42452929096183,,,,,,,14-gaze-baseline-stat,,,,,,
0.8622162066544747,0.3923216318624863,0.5852628412640416,5.1993878204852,483.15010845979674,,,,,eu,236.15895382769395,,,,,,,14-glickman1layer,,,,,,
0.0,,1.6866110332449342,,497.8141626747708,,,,,eu,243.49098093518097,,,,,,,14-mdft,,,,,,
0.7886011785639377,0.4397550624252631,0.6486179089292542,12.555762869232613,488.7941760918968,,,,,eu,238.980987643744,,,,,,,14-pt,,,,,,
0.2380880743087552,0.2453352784162489,9.983711206989764,8.500983274219447,395.7812081163714,,,,,eu,192.47450365598127,,,,,,,15-eu,,,,,,
0.3707106027007318,,1.409899114570672,1.2981952621179538,485.0904444058741,,,,,eu,237.12912180073263,,,,,,,15-gaze-baseline-dyn,,,,,,
0.3334223553610134,,1.0229952699376503,5.839472097006648,496.88221625474154,,,,,eu,243.02500772516635,,,,,,,15-gaze-baseline-stat,,,,,,
0.239986410288429,0.2231852234741067,7.885695443721873,4.509810842369364,414.9848653725669,,,,,eu,202.07633228407903,,,,,,,15-glickman1layer,,,,,,
0.2454872470371035,,8.948662857445429,,401.1339390845929,,,,,eu,195.15086914009203,,,,,,,15-mdft,,,,,,
0.2638862317375992,0.2453356588902738,7.317695974325577,8.501004908117357,407.7038619666202,,,,,eu,198.43583058110568,,,,,,,15-pt,,,,,,
1.052740596278789,1.0467241756294778,1.1181092263976038,1.1991017818469196,358.6543698809208,,,,,eu,173.91108453825598,,,,,,,16-eu,,,,,,
1.055700116967454,,0.7081227466139006,2.0801354349738763,427.0921096655133,,,,,eu,208.12995443055223,,,,,,,16-gaze-baseline-dyn,,,,,,
1.19697275727455,,0.1358472699047049,4.998760426100443,491.9750016278763,,,,,eu,240.57140041173372,,,,,,,16-gaze-baseline-stat,,,,,,
1.0347253131362668,0.6503021597247362,1.2314570313165594,4.440525235762162,358.3396687288741,,,,,eu,173.75373396223262,,,,,,,16-glickman1layer,,,,,,
0.9818725546083434,,1.617526387471482,,356.7792309971234,,,,,eu,172.9735150963573,,,,,,,16-mdft,,,,,,
1.0605191360787294,0.6777391216421962,0.8880901810812073,8.439788432393728,391.4302087368728,,,,,eu,190.299003966232,,,,,,,16-pt,,,,,,
0.4501746137781527,0.4657626089636168,3.0591782916903605,4.000443846454459,432.24525086960034,,,,,eu,210.70652503259575,,,,,,,17-eu,,,,,,
0.6194451044918204,,0.6099094625427384,0.9360759628792892,493.42464790768935,,,,,eu,241.29622355164025,,,,,,,17-gaze-baseline-dyn,,,,,,
0.6335777576431023,,0.5024295784643688,7.633593779348207,496.3193408854352,,,,,eu,242.7435700405132,,,,,,,17-gaze-baseline-stat,,,,,,
0.4366197706139062,0.3769509084726787,4.557886655815246,2.060751980793312,390.55141579652246,,,,,eu,189.8596074960568,,,,,,,17-glickman1layer,,,,,,
0.4474541309930825,,5.338999986283161,,361.2519766115825,,,,,eu,175.20988790358683,,,,,,,17-mdft,,,,,,
0.5424157024902261,0.3709357123194476,3.09410961750138,11.84493420641816,387.98509583618613,,,,,eu,188.57644751588865,,,,,,,17-pt,,,,,,
0.4840080049646877,0.459494026636538,11.56629216804646,12.193105093669988,267.1173188698648,,,,,eu,128.14255903272797,,,,,,,18-eu,,,,,,
0.4595077960590039,,3.113060644640893,0.7912501265320757,446.0927212549179,,,,,eu,217.63026022525452,,,,,,,18-gaze-baseline-dyn,,,,,,
0.660190954061897,,1.265570839726989,8.336874045930232,469.55022597301286,,,,,eu,229.359012584302,,,,,,,18-gaze-baseline-stat,,,,,,
0.4599654148680382,0.3662218627105256,11.020978672280537,5.159585244689372,291.05692720997746,,,,,eu,140.1123632027843,,,,,,,18-glickman1layer,,,,,,
0.46929322664148,,11.316388010017388,,280.06193602449474,,,,,eu,134.61486761004295,,,,,,,18-mdft,,,,,,
0.4698266336060013,0.4097109343774081,14.517412088201066,19.860678241518315,236.595705971235,,,,,eu,112.88175258341307,,,,,,,18-pt,,,,,,
0.9084970674127087,0.9379717005538728,0.5877091454419818,0.5516483175253851,448.1232412584239,,,,,eu,218.64552022700752,,,,,,,19-eu,,,,,,
0.78812819230313,,0.2676417968526292,0.937204317818266,499.7879575975366,,,,,eu,244.47787839656388,,,,,,,19-gaze-baseline-dyn,,,,,,
1.2213885568183735,,0.0580390692923204,7.783433100009985,495.5898739429394,,,,,eu,242.37883656926527,,,,,,,19-gaze-baseline-stat,,,,,,
0.9776338451748452,0.5238414187808326,0.4399731643287375,1.2965321574135735,447.9522331691855,,,,,eu,218.56001618238832,,,,,,,19-glickman1layer,,,,,,
0.841015710310788,,0.7045738541313695,,456.09927946841054,,,,,eu,222.63353933200085,,,,,,,19-mdft,,,,,,
1.0740637873916066,0.5794995494147482,0.1975890219732701,4.052154605644132,474.9800808360243,,,,,eu,232.07394001580772,,,,,,,19-pt,,,,,,
0.1473799924089607,0.1462976355434158,26.95032894817899,29.88974349607064,273.5747908289822,,,,,eu,131.37129501228668,,,,,,,2-eu,,,,,,
0.4139121422017969,,0.2939600412074884,0.8146748256383369,503.80948779457316,,,,,eu,246.48864349508216,,,,,,,2-gaze-baseline-dyn,,,,,,
0.0,,1.8029181235321896,5.8146260363952535,496.8022611045721,,,,,eu,242.98503015008163,,,,,,,2-gaze-baseline-stat,,,,,,
0.1431156823335566,0.1297676749498846,26.738827263240072,7.631085221669398,274.19068267652113,,,,,eu,131.67924093605615,,,,,,,2-glickman1layer,,,,,,
0.1555779069476852,,36.3116668082059,,221.7050611890083,,,,,eu,105.43643019229972,,,,,,,2-mdft,,,,,,
0.1504442945233928,0.1463077306997271,31.93929146666133,30.00289283889281,246.5916282495179,,,,,eu,117.87971372255453,,,,,,,2-pt,,,,,,
0.2460435834331838,0.2430705339524448,22.415906892160177,27.497345129461767,266.84725500063325,,,,,eu,128.0075270981122,,,,,,,20-eu,,,,,,
0.2447365352173851,,12.51111610351348,3.075966017921422,356.73724113337687,,,,,eu,172.952520164484,,,,,,,20-gaze-baseline-dyn,,,,,,
0.036241330665907,,1.7716642258008244,4.143555287347708,496.3790605021291,,,,,eu,242.77342984886013,,,,,,,20-gaze-baseline-stat,,,,,,
0.228484190666678,0.2583455594649753,27.021177225632396,14.433326128109456,234.52750402551092,,,,,eu,111.84765161055104,,,,,,,20-glickman1layer,,,,,,
0.2450419614931406,,26.41072808008872,,238.905616095945,,,,,eu,114.03670764576808,,,,,,,20-mdft,,,,,,
0.249278443428616,0.2430705077440896,25.155606829151463,27.574121348221983,245.2794747511982,,,,,eu,117.22363697339468,,,,,,,20-pt,,,,,,
0.8020559273324681,0.8256959985765472,1.1497423586418245,1.2134934594335964,403.77045782631313,,,,,eu,196.46912851095215,,,,,,,21-eu,,,,,,
0.9421481358285309,,0.6117877599228716,2.5934627854867016,412.31756263567206,,,,,eu,200.7426809156316,,,,,,,21-gaze-baseline-dyn,,,,,,
0.880491100108669,,0.2084985919656125,8.345069234881178,496.33256728316115,,,,,eu,242.75018323937616,,,,,,,21-gaze-baseline-stat,,,,,,
0.8991819979873006,0.4390772739162816,0.8844953948988552,10.095628845207218,385.255746216973,,,,,eu,187.2117727062821,,,,,,,21-glickman1layer,,,,,,
0.6800336819193755,,2.3187280480987944,,368.8501885259838,,,,,eu,179.00899386078748,,,,,,,21-mdft,,,,,,
0.8892254629613092,0.4614001526363385,0.8569535525059875,15.42804920659817,395.9314745546846,,,,,eu,192.54963687513788,,,,,,,21-pt,,,,,,
0.2162295078601146,0.2109987815600436,6.838677578136481,8.31490598560876,431.25332598141506,,,,,eu,210.2105625885031,,,,,,,22-eu,,,,,,
0.2432591972655984,,2.0523726680065204,1.2829496689911997,488.20152400831506,,,,,eu,238.6846616019531,,,,,,,22-gaze-baseline-dyn,,,,,,
0.0,,1.3676877513417018,5.309033715327397,500.2870509844617,,,,,eu,244.72742509002643,,,,,,,22-gaze-baseline-stat,,,,,,
0.2013286185380365,0.1900791252000612,7.470396880853253,2.9852597871596576,426.5306892840788,,,,,eu,207.84924423983497,,,,,,,22-glickman1layer,,,,,,
0.1857934606932181,,7.582466543581426,,425.9140302865655,,,,,eu,207.54091474107832,,,,,,,22-mdft,,,,,,
0.1942282547549128,0.2109992300346638,7.77174574114607,8.314900145040697,423.9093420714094,,,,,eu,206.53857063350029,,,,,,,22-pt,,,,,,
1.0980851488858718,1.1391821563299944,1.0604800468426334,0.8797087920141552,334.24743785091476,,,,,eu,161.70761852325296,,,,,,,23-eu,,,,,,
1.1539812379539152,,0.2629745375217086,0.9677566666585444,474.40580443309847,,,,,eu,231.7868018143448,,,,,,,23-gaze-baseline-dyn,,,,,,
1.9605721870997523,,0.0017559928933713,5.407996510497746,503.5236881847261,,,,,eu,246.34574369015863,,,,,,,23-gaze-baseline-stat,,,,,,
1.1033611043396592,1.2532690660958357,0.9422019299195928,0.089638824070134,351.33428305776425,,,,,eu,170.2510411266777,,,,,,,23-glickman1layer,,,,,,
1.198432964792844,,0.595628473846664,,350.45938938815124,,,,,eu,169.8135942918712,,,,,,,23-mdft,,,,,,
1.290695173604134,1.1391803593505805,0.5265842505811738,0.8797157788529822,296.5065069703881,,,,,eu,142.83715308298963,,,,,,,23-pt,,,,,,
0.2708301119479576,0.2664344620845438,17.621784463587957,17.16138928032812,300.68927286723937,,,,,eu,144.92853603141526,,,,,,,24-eu,,,,,,
0.2208057964382504,,1.9363763694214944,1.5162564670912744,489.61993678699923,,,,,eu,239.3938679912952,,,,,,,24-gaze-baseline-dyn,,,,,,
0.0,,0.0935180284967627,7.094983856955301,505.1829965568851,,,,,eu,247.17539787623812,,,,,,,24-gaze-baseline-stat,,,,,,
0.2829070334226393,0.2550397829055718,15.22479259544553,7.302719155931584,321.1203035194406,,,,,eu,155.14405135751588,,,,,,,24-glickman1layer,,,,,,
0.2559731091412591,,13.642115155631416,,341.2793619797056,,,,,eu,165.22358058764837,,,,,,,24-mdft,,,,,,
0.269171490559132,0.2664344024885666,17.48395090149736,17.161537070697648,302.20923092110246,,,,,eu,145.6885150583468,,,,,,,24-pt,,,,,,
0.3446639754312297,0.3293053422775512,6.327110327995454,6.560475781999901,366.8012150023008,,,,,eu,177.98450709894598,,,,,,,26-eu,,,,,,
0.3322723016457553,,5.329024572033108,2.692923499682729,396.3828733024367,,,,,eu,192.77533624901392,,,,,,,26-gaze-baseline-dyn,,,,,,
0.2123037042748057,,0.2866571394645971,4.477165889601494,504.82022836391366,,,,,eu,246.9940137797524,,,,,,,26-gaze-baseline-stat,,,,,,
0.350710700635188,0.2599262619903962,6.235302771372859,49.74273699268767,364.98788496465727,,,,,eu,177.0778420801242,,,,,,,26-glickman1layer,,,,,,
0.3216618585815933,,12.51390062018739,,277.09742364876297,,,,,eu,133.13261142217706,,,,,,,26-mdft,,,,,,
0.3658110885308995,0.2534364928934169,5.1765017342630575,21.755127013623817,381.24588624293756,,,,,eu,185.20684271926436,,,,,,,26-pt,,,,,,
0.2553216963808118,0.2405830085518957,11.873486061582463,12.958706197217346,353.7940293978569,,,,,eu,171.48091429672402,,,,,,,27-eu,,,,,,
0.2404858574534453,,1.775318680656383,0.9965818057275536,491.14275750471603,,,,,eu,240.1552783501536,,,,,,,27-gaze-baseline-dyn,,,,,,
0.0256052837946021,,0.6237034595391416,4.850291731275704,504.09806109908715,,,,,eu,246.63293014733915,,,,,,,27-gaze-baseline-stat,,,,,,
0.2360669994835824,0.2383206975530018,15.645227006601202,2.74853916822797,317.82052489971517,,,,,eu,153.49416204765316,,,,,,,27-glickman1layer,,,,,,
0.2305320374268658,,10.26967844226492,,376.1597143013197,,,,,eu,182.66375674845543,,,,,,,27-mdft,,,,,,
0.2549508828429981,0.2405829656107566,13.450277830748522,12.95865250408305,336.4439771036655,,,,,eu,162.80588814962832,,,,,,,27-pt,,,,,,
0.440269044669928,0.4000893849811648,3.710670033329561,4.324361161312236,411.306584669069,,,,,eu,200.2371919323301,,,,,,,3-eu,,,,,,
0.393394786516391,,2.874840657604357,1.5840047707164235,451.1314680924293,,,,,eu,220.14963364401024,,,,,,,3-gaze-baseline-dyn,,,,,,
0.6693099857198842,,0.6592589109107724,7.780741773339563,484.68049365163824,,,,,eu,236.9241464236147,,,,,,,3-gaze-baseline-stat,,,,,,
0.4202724618299974,0.2779801853618507,4.712500275535208,26.315987723870453,390.8711585800386,,,,,eu,190.01947888781487,,,,,,,3-glickman1layer,,,,,,
0.5344831407152534,,2.2745892990968883,,429.5795241904527,,,,,eu,209.37366169302192,,,,,,,3-mdft,,,,,,
0.4196325477018602,0.2772136937271848,5.279585330265012,50.0,376.23868113713223,,,,,eu,182.7032401663617,,,,,,,3-pt,,,,,,
0.3148632128850737,0.3129017866095324,19.105377706928167,20.73271651109641,265.4831373403644,,,,,eu,127.32546826797778,,,,,,,30-eu,,,,,,
0.4270571651731781,,0.7908877961977224,0.6508806205587653,499.7313887528305,,,,,eu,244.44959397421084,,,,,,,30-gaze-baseline-dyn,,,,,,
0.486775113293387,,0.0,2.7015870365031667,505.20638070708316,,,,,eu,247.18708995133716,,,,,,,30-gaze-baseline-stat,,,,,,
0.31769332819099,0.3071682891792816,19.616696649771885,12.170906014287672,259.8343551902683,,,,,eu,124.50107719292974,,,,,,,30-glickman1layer,,,,,,
0.3253563284768692,,18.184689048511068,,269.74050678047126,,,,,eu,129.4541529880312,,,,,,,30-mdft,,,,,,
0.3112829618763802,0.3129019424431061,16.872689949870797,20.732720199869952,287.7847531498022,,,,,eu,138.47627617269669,,,,,,,30-pt,,,,,,
0.0548614550949153,0.0521790107434067,49.9765267626774,49.944977950781926,146.49815417538287,,,,,eu,67.83297668548701,,,,,,,31-eu,,,,,,
0.0,,11.598485018594658,3.1569753995395664,356.69366758070953,,,,,eu,172.93073338815034,,,,,,,31-gaze-baseline-dyn,,,,,,
0.0,,1.2437435780429862,6.992874960679613,501.1226508576933,,,,,eu,245.14522502664224,,,,,,,31-gaze-baseline-stat,,,,,,
0.0505651858275895,0.0492193160276106,50.0,31.648695601214893,122.21597039118855,,,,,eu,55.69188479338985,,,,,,,31-glickman1layer,,,,,,
0.0396516116777403,,43.65355231528858,,153.20311689987372,,,,,eu,71.18545804773244,,,,,,,31-mdft,,,,,,
0.0439749785111108,0.0522094597060603,41.72412745111398,50.0,165.122054966946,,,,,eu,77.14492708126858,,,,,,,31-pt,,,,,,
1.1734696644342215,1.1712145587822285,0.840026117444572,0.8824029077691374,339.3591452171659,,,,,eu,164.26347220637854,,,,,,,32-eu,,,,,,
0.0060481828697898,,0.0,0.3394967153862513,505.20638070708316,,,,,eu,247.18708995133716,,,,,,,32-gaze-baseline-dyn,,,,,,
0.3546584462945086,,0.3027018081002844,1.3153576653955958,504.4544879175389,,,,,eu,246.81114355656504,,,,,,,32-gaze-baseline-stat,,,,,,
1.2047949338682389,1.1627844849600717,0.7500587560950429,0.1652686840457516,333.32464899092963,,,,,eu,161.2462240932604,,,,,,,32-glickman1layer,,,,,,
1.684224885498069,,0.1324538766124216,,304.59827181415386,,,,,eu,146.8830355048725,,,,,,,32-mdft,,,,,,
1.1454735647714356,1.1712148922215586,0.8581255364358539,0.8824016537352948,360.18800138312616,,,,,eu,174.67790028935866,,,,,,,32-pt,,,,,,
0.5617169368702707,0.5733197961247086,5.3352079424975045,4.968995843022225,375.1058318991676,,,,,eu,182.13681554737937,,,,,,,33-eu,,,,,,
0.5626496112492695,,0.3301914154401971,0.8763752313685167,503.85659821219855,,,,,eu,246.51219870389485,,,,,,,33-gaze-baseline-dyn,,,,,,
0.5847824680325765,,0.0,4.559564110340064,505.20638070708316,,,,,eu,247.18708995133716,,,,,,,33-gaze-baseline-stat,,,,,,
0.5931107406413713,0.4714570894850358,4.158836656708191,2.2702746106833245,398.57299631925883,,,,,eu,193.870397757425,,,,,,,33-glickman1layer,,,,,,
0.5466598481119738,,6.292459947025227,,356.4936778138984,,,,,eu,172.83073850474477,,,,,,,33-mdft,,,,,,
0.5689117805736625,0.5035245640680424,4.968014240160411,9.176392301461494,382.6235362573595,,,,,eu,185.89566772647532,,,,,,,33-pt,,,,,,
0.7106297982027378,0.644869385973893,2.3791468556103506,2.7343117443582257,329.6479877329336,,,,,eu,159.40789346426237,,,,,,,34-eu,,,,,,
0.6297294253967172,,0.5470715635929609,0.7374192871055655,495.5255478696732,,,,,eu,242.34667353263217,,,,,,,34-gaze-baseline-dyn,,,,,,
0.7282935062822584,,0.2792821301544909,5.621322290512603,499.62063957638264,,,,,eu,244.3942193859869,,,,,,,34-gaze-baseline-stat,,,,,,
0.6494949843295449,0.5913620030924283,2.329463929087761,1.1650110875492383,374.33081738747575,,,,,eu,181.74930829153345,,,,,,,34-glickman1layer,,,,,,
0.5805211688054669,,4.160849224760927,,325.1756487276719,,,,,eu,157.17172396163153,,,,,,,34-mdft,,,,,,
0.6178724567039476,0.6419170050299631,3.2209738667508976,2.7770622785536223,341.5062021205105,,,,,eu,165.33700065805084,,,,,,,34-pt,,,,,,
0.2580537302025626,0.254216379652407,8.423747841517592,8.589790751985792,400.151610726257,,,,,eu,194.65970496092407,,,,,,,35-eu,,,,,,
0.6445538999808337,,0.0639300433851395,0.4673254192390744,504.92507358335126,,,,,eu,247.0464363894712,,,,,,,35-gaze-baseline-dyn,,,,,,
0.6905036423818369,,0.0376779298103613,3.1640340408044167,505.06115172793955,,,,,eu,247.11447546176535,,,,,,,35-gaze-baseline-stat,,,,,,
0.282110072374481,0.2496340842610359,7.31407192167042,1.334813422199706,405.7849829607056,,,,,eu,197.47639107814837,,,,,,,35-glickman1layer,,,,,,
0.2323008749405825,,9.999566228253787,,389.2551481771608,,,,,eu,189.21147368637597,,,,,,,35-mdft,,,,,,
0.2209731950481096,0.2542164396838136,8.139939320998606,8.58980762168464,410.04364114794197,,,,,eu,199.60572017176656,,,,,,,35-pt,,,,,,
0.1505381243071699,0.1470840042162613,28.85784788753131,27.648960494814336,304.3172187213009,,,,,eu,146.74250895844602,,,,,,,36-eu,,,,,,
0.3036634211439418,,0.6955857931331706,1.899217831935884,500.4451481835211,,,,,eu,244.80647368955613,,,,,,,36-gaze-baseline-dyn,,,,,,
0.3515663855128954,,0.7076262656648216,5.775473785538468,497.627875301893,,,,,eu,243.3978372487421,,,,,,,36-gaze-baseline-stat,,,,,,
0.1461747897962609,0.1457890570567557,27.4225769622761,19.45233598660902,316.5092128219223,,,,,eu,152.83850600875672,,,,,,,36-glickman1layer,,,,,,
0.2020522778128209,,3.775278245537359,,462.36527312692317,,,,,eu,225.76653616125716,,,,,,,36-mdft,,,,,,
0.1501774127819778,0.1470836518615449,24.934923822213225,27.64898120590922,327.1449677962085,,,,,eu,158.15638349589983,,,,,,,36-pt,,,,,,
0.5020211772205534,0.5085543802819348,2.4351498030476177,3.4183546967688434,462.2049954948946,,,,,eu,225.68639734524288,,,,,,,37-eu,,,,,,
0.6820293780397261,,0.9969818967272008,1.2455861496045533,483.46542385334004,,,,,eu,236.3166115244656,,,,,,,37-gaze-baseline-dyn,,,,,,
0.6552449014006645,,0.4681554059781724,6.620788947761238,500.7791401140193,,,,,eu,244.97346965480523,,,,,,,37-gaze-baseline-stat,,,,,,
0.5209632490538825,0.3474245791232702,3.660027277576947,5.080639756677683,426.50631503508214,,,,,eu,207.83705711533665,,,,,,,37-glickman1layer,,,,,,
0.3958508471335462,,10.546904164209,,348.53117446910096,,,,,eu,168.84948683234606,,,,,,,37-mdft,,,,,,
0.5104645159003925,0.3541503749405873,4.811459453300139,47.69048795299546,401.80675736374405,,,,,eu,195.4872782796676,,,,,,,37-pt,,,,,,
1.055520855419573,1.0479232304694648,1.5444168495522752,1.428735775356979,366.2847188756123,,,,,eu,177.72625903560174,,,,,,,38-eu,,,,,,
1.3525368670359286,,0.1617375995729026,1.1660557525468682,463.00922010581854,,,,,eu,226.08850965070485,,,,,,,38-gaze-baseline-dyn,,,,,,
1.3185896494296458,,0.126727748981167,7.550364703585643,484.41769270717947,,,,,eu,236.7927459513853,,,,,,,38-gaze-baseline-stat,,,,,,
1.052159692914464,0.7198049575836738,1.4324658985588228,0.9095176070500912,382.5429421132769,,,,,eu,185.85537065443404,,,,,,,38-glickman1layer,,,,,,
0.98812659262627,,1.5305214114586378,,417.7996921968688,,,,,eu,203.48374569623,,,,,,,38-mdft,,,,,,
1.0325309565244192,0.8074221560786377,1.4864623648577016,4.034852471878214,393.1350108194886,,,,,eu,191.1514050075399,,,,,,,38-pt,,,,,,
1.4512748725701718,1.6216648021572326,0.1725671733209884,0.0991684207165965,387.81316540002706,,,,,eu,188.4904822978091,,,,,,,39-eu,,,,,,
1.6193385495746149,,0.0154408654354472,1.065235901843076,497.99315558683026,,,,,eu,243.5804773912107,,,,,,,39-gaze-baseline-dyn,,,,,,
2.613153155750619,,0.0002978480676192,5.283236553417951,495.96264041290027,,,,,eu,242.56521980424571,,,,,,,39-gaze-baseline-stat,,,,,,
1.5403640073037776,1.67354372316693,0.114300637349764,0.040973002709414,395.08460146929235,,,,,eu,192.12620033244175,,,,,,,39-glickman1layer,,,,,,
1.4572690487933295,,0.1557474945596046,,398.101986014394,,,,,eu,193.6348926049926,,,,,,,39-mdft,,,,,,
1.6464337394857904,1.6216659478797095,0.0902777127605136,0.0991679376206114,373.1500946930882,,,,,eu,181.15894694433968,,,,,,,39-pt,,,,,,
0.352078432708827,0.3935879183003801,4.84772481204913,3.026503176054454,408.51957190546466,,,,,eu,198.8436855505279,,,,,,,4-eu,,,,,,
0.2403150504297825,,1.5893420307135784,0.8339318594741514,494.22215365404685,,,,,eu,241.694976424819,,,,,,,4-gaze-baseline-dyn,,,,,,
0.4934937291607519,,0.4328567376891125,4.796546893528863,501.0657486656634,,,,,eu,245.1167739306273,,,,,,,4-gaze-baseline-stat,,,,,,
