,subject,nll,bic,model,w_p,eta,theta,beta
41,41,187.07258725339966,395.809576115617,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.6410672584751205,0.32114518735033465,0.0,1.2397035403331649
