,subject,nll,bic,model,w_p,eta,theta,beta
19,19,193.46303909321256,408.5904797952428,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5487209411184631,1.0,0.33748409797789297,0.6450407783108187
