,subject,nll,bic,model,w_p,eta,theta,beta
10,10,166.43260833543374,354.52961827968517,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.9598776448352598,1.0,0.5846488324872134,1.8177967056841415
