,subject,nll,bic,model,w_p,eta,theta,beta
16,16,171.43227207518947,364.52894575919663,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5035440731314075,0.7283422753248889,0.7908289043354922,1.0223044249418252
