,subject,nll,bic,model,w_p,eta,theta,beta
26,26,187.10628682627612,395.8769752613699,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.7164103925978234,1.0,0.5140526185337826,0.668606558917976
