,subject,nll,bic,model,w_p,eta,theta,beta
33,33,183.43074321258524,388.52588803398817,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.6267157467551944,1.0,0.647388942771687,1.6243216148945308
