,subject,nll,bic,model,w_p,eta,theta,beta
12,12,152.4872062902698,326.6388141893573,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.791431209311581,1.0,0.7116348317361135,2.352820728447966
