,subject,nll,bic,model,w_p,eta,theta,beta
9,9,109.32210788500689,240.30861737883146,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.8217228166524175,1.0,0.5873831567763608,2.8549730433571154
