,subject,nll,bic,model,w_p,eta,theta,beta
6,6,177.9311294895331,377.5266605878839,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5006872409184702,1.0,0.8066641576643651,0.6835323031006477
