,subject,nll,bic,model,w_p,eta,theta,beta
14,14,206.42837510870532,434.52115182622833,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5848734750813418,0.8528584676600529,0.5310806542171336,0.6839224855763097
