,subject,nll,bic,model,w_p,eta,theta,beta
13,13,159.70646180586476,341.0773252205472,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.56458870530807,0.6589638721217503,0.5704517299023336,1.0173676437975505
