,subject,nll,bic,model,w_p,eta,theta,beta
30,30,136.4961046621126,294.6566109330429,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.7695308867250423,1.0,0.865187480183874,2.1888742983171277
