,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
43,43,141.7594770872394,316.0155565877053,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,1.1443176777179223,1.0,1.0,0.41997197286767174,0.9082606228929705,0.07280543010381327
