,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
14,14,151.52702701078056,335.55065643478764,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.40210208572478534,0.27,1.0,1.0,0.7821335752461885,1.41017127494585
