,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
10,10,140.78315683865307,314.06291609053267,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.0,1.0,1.0,1.0,0.8378279593213147,1.3844588952944696
