,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
33,33,139.43844780828078,311.3734980297881,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.5046497325596003,0.6286114074406842,1.0,1.0,0.969881644897352,0.6695065618274241
